Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr
2-Jan-10,21,369,113,64,28,1321,1002,323,258,198,14,66,216,126,28,819,726,340,767
2-Jan-10,22,397,129,57,28,1011,999,282,301,161,19,47,191,96,15,876,771,420,549
2-Jan-10,23,413,91,86,16,700,767,219,227,216,18,31,99,61,11,583,672,355,82
3-Jan-10,0,200,42,38,15,534,624,141,157,116,7,30,48,26,8,406,436,268,24
3-Jan-10,1,100,17,21,15,229,382,90,165,90,8,9,14,1,0,198,247,102,8
3-Jan-10,2,103,22,4,6,167,315,47,115,63,0,14,10,5,0,146,164,63,30
3-Jan-10,3,56,8,11,10,133,234,54,125,45,6,9,5,0,0,115,132,74,9
3-Jan-10,4,33,11,5,1,90,162,52,78,35,1,1,7,1,0,48,68,47,20
3-Jan-10,5,38,11,5,4,40,81,20,35,25,1,6,1,0,1,34,81,38,9
3-Jan-10,6,19,11,11,1,48,58,27,34,25,5,7,6,0,3,47,144,62,13
3-Jan-10,7,33,43,16,3,89,152,33,36,59,12,24,6,6,21,88,150,74,37
3-Jan-10,8,51,83,32,26,119,190,72,87,69,23,39,44,84,35,171,239,108,104
3-Jan-10,9,116,88,64,54,270,466,279,332,174,45,50,90,135,60,450,345,127,91
3-Jan-10,10,287,159,90,46,506,998,623,785,467,49,44,184,364,85,835,635,199,195
3-Jan-10,11,477,199,90,62,860,1545,996,1521,716,28,72,282,479,127,1189,840,288,312
3-Jan-10,12,676,212,142,42,1245,2113,1487,2019,985,68,53,598,910,121,1477,991,326,309
3-Jan-10,13,991,187,96,53,1745,2555,1723,2567,1091,66,58,751,1238,183,1617,1165,456,388
3-Jan-10,14,1094,264,131,41,1776,2674,2022,2735,1235,43,74,772,1287,173,1887,1345,551,501
3-Jan-10,15,1059,216,114,57,1665,2831,2096,2858,1156,37,57,761,1182,164,2012,1581,606,489
3-Jan-10,16,1040,244,97,34,1684,2631,1813,2532,932,54,86,730,1074,152,1628,1377,589,485
3-Jan-10,17,1159,201,100,39,1895,2233,1296,1832,572,40,66,692,991,134,1456,1289,469,319
3-Jan-10,18,850,119,87,31,1783,1594,622,701,251,48,76,493,356,101,1095,1073,526,269
3-Jan-10,19,574,86,71,33,1502,1302,391,374,204,31,76,568,262,66,979,779,399,239
3-Jan-10,20,497,133,62,30,1246,1186,341,271,163,34,72,460,282,57,855,798,427,172
3-Jan-10,21,405,100,26,25,964,1164,275,242,128,24,53,270,143,41,753,673,369,96
3-Jan-10,22,225,81,26,22,534,586,153,129,125,20,29,185,94,25,549,600,337,62
3-Jan-10,23,160,46,27,17,397,849,122,103,113,9,15,76,37,13,340,418,231,15
4-Jan-10,0,81,23,4,16,200,248,71,60,57,11,3,61,19,3,157,148,98,14
4-Jan-10,1,55,10,0,10,62,59,18,23,28,2,3,17,2,0,60,81,39,20
4-Jan-10,2,16,12,2,2,29,52,19,23,18,0,6,8,3,1,59,75,26,14
4-Jan-10,3,8,10,2,12,20,42,7,41,40,2,1,0,0,0,23,30,4,1
4-Jan-10,4,3,20,8,1,9,12,5,9,9,2,3,0,0,1,36,40,33,8
4-Jan-10,5,12,28,16,49,35,48,11,15,13,20,17,3,0,7,65,102,44,24
4-Jan-10,6,53,122,107,336,100,105,58,68,40,138,47,18,19,36,171,247,88,49
4-Jan-10,7,176,494,393,1191,263,295,127,213,250,499,236,88,38,96,473,774,225,189
4-Jan-10,8,389,1367,1162,3308,456,703,414,602,647,1184,629,165,31,198,1048,1824,427,278
4-Jan-10,9,403,872,725,1460,534,860,561,772,647,569,216,123,39,111,730,1026,240,183
4-Jan-10,10,610,580,372,593,851,1537,1004,1381,868,230,130,179,73,62,828,835,260,111
4-Jan-10,11,717,564,350,443,678,2259,1629,2118,1265,227,141,292,174,102,1081,1073,307,237
4-Jan-10,12,1287,1387,511,742,1701,3452,2925,3653,2393,743,409,476,286,378,1536,1872,498,314
4-Jan-10,13,1718,1461,610,756,2474,4047,3171,4468,2751,720,316,635,370,354,1803,2055,477,403
4-Jan-10,14,1413,799,438,530,2187,3584,2514,3453,1874,316,136,515,286,189,1637,1702,520,393
4-Jan-10,15,1283,524,432,631,2195,3521,2411,3203,1728,290,197,470,313,124,1700,1596,598,308
4-Jan-10,16,1376,594,685,1351,2268,3396,2325,2812,1444,741,407,340,208,144,1761,1979,556,330
4-Jan-10,17,1368,1027,1166,2602,2127,3099,2014,2481,1366,1272,858,291,183,278,2154,2864,764,393
4-Jan-10,18,1012,397,414,896,1951,2235,1099,1121,545,422,302,272,145,175,1344,1648,560,346
4-Jan-10,19,795,166,151,266,1550,1350,577,429,296,147,137,339,236,83,982,852,327,236
4-Jan-10,20,589,159,79,158,1178,1095,355,288,215,78,95,461,253,62,821,734,313,196
4-Jan-10,21,439,81,74,73,962,968,279,359,168,35,89,426,241,30,840,738,325,116
4-Jan-10,22,261,45,67,51,688,637,147,179,95,25,38,303,172,28,637,581,294,106
4-Jan-10,23,167,51,36,41,487,474,116,122,79,12,18,82,35,6,390,437,257,31
5-Jan-10,0,98,10,5,21,180,224,67,43,24,3,9,8,0,2,161,130,90,21
5-Jan-10,1,23,12,5,5,78,100,25,30,16,0,10,4,0,2,51,58,40,6
5-Jan-10,2,26,16,3,6,36,43,18,44,6,0,2,1,0,0,25,31,25,8
5-Jan-10,3,6,7,4,14,21,24,3,7,2,1,3,2,0,0,15,39,16,42
5-Jan-10,4,6,13,5,3,21,31,12,7,11,0,2,4,15,1,43,40,33,4
5-Jan-10,5,8,38,15,58,33,47,16,45,7,14,11,5,1,4,68,79,31,7
5-Jan-10,6,71,137,115,352,110,108,65,88,44,142,59,27,6,32,189,254,86,52
5-Jan-10,7,196,569,453,1402,216,317,167,257,300,522,252,73,46,126,531,783,219,196
5-Jan-10,8,409,1427,1242,3370,488,694,401,652,646,1216,558,149,43,215,1027,1924,486,290
5-Jan-10,9,368,870,736,1497,561,855,540,797,632,604,237,85,43,99,788,1043,254,111
5-Jan-10,10,466,628,360,636,771,1490,904,1220,928,204,143,154,132,70,836,833,279,140
5-Jan-10,11,701,496,327,488,700,1979,1605,1910,1162,213,162,280,168,104,1304,1069,317,224
5-Jan-10,12,1217,1424,625,768,1509,3267,2626,3498,2234,761,384,519,267,351,1570,1848,487,406
5-Jan-10,13,1530,1383,562,809,2228,3953,3023,4224,2552,696,349,570,320,323,2029,2159,547,506
5-Jan-10,14,1354,721,392,549,2273,3362,2426,3066,1808,345,147,486,295,148,1596,1528,466,333
5-Jan-10,15,1334,507,371,690,2092,3314,2211,2837,1604,290,235,380,266,136,1941,1646,536,301
5-Jan-10,16,1487,632,735,1430,2173,3156,2040,2716,1407,743,429,330,189,152,1814,1995,569,343
5-Jan-10,17,1490,1025,1272,2630,2154,2813,1863,2430,1269,1206,848,346,238,323,2000,2727,737,545
5-Jan-10,18,1104,471,495,878,2052,2100,1145,938,590,438,324,384,265,178,1355,1618,565,370
5-Jan-10,19,841,183,146,259,1610,1468,486,428,253,152,113,469,219,97,922,927,366,252
5-Jan-10,20,674,146,97,156,1317,1203,370,354,218,80,105,341,220,87,803,849,346,186
5-Jan-10,21,477,115,96,77,999,949,282,254,153,38,68,297,200,32,663,750,340,92
5-Jan-10,22,272,65,42,54,646,694,206,205,113,27,51,203,115,35,607,587,285,65
5-Jan-10,23,193,57,25,22,443,657,139,104,67,14,20,77,39,14,327,350,250,19
6-Jan-10,0,99,20,14,15,308,380,61,63,40,5,23,9,6,0,169,183,107,13
6-Jan-10,1,49,9,4,7,97,129,34,22,19,0,6,1,0,5,59,67,30,2
6-Jan-10,2,26,7,3,8,43,71,14,36,5,2,3,5,1,0,28,44,20,2
6-Jan-10,3,21,11,2,10,26,49,6,6,7,0,2,4,0,0,35,27,13,6
6-Jan-10,4,5,16,9,5,19,27,3,8,17,0,0,3,0,0,57,48,39,7
6-Jan-10,5,15,38,19,57,38,37,21,21,7,11,18,7,0,7,64,83,33,5
6-Jan-10,6,69,162,113,328,101,109,60,66,51,123,50,21,14,53,163,278,91,72
6-Jan-10,7,153,584,451,1317,225,323,156,252,299,493,240,68,24,99,470,830,225,195
6-Jan-10,8,419,1458,1299,3515,427,736,449,657,656,1331,652,140,41,213,1137,1908,484,306
6-Jan-10,9,401,914,828,1528,637,1001,656,1146,707,656,288,108,52,88,844,1000,230,160
6-Jan-10,10,508,603,351,622,829,1737,1138,1782,947,229,123,160,85,69,1277,881,273,190
6-Jan-10,11,745,532,332,549,1307,2559,1769,2672,1479,224,131,366,180,118,1729,1091,438,232
6-Jan-10,12,1235,1500,647,731,1768,3438,2880,3703,2411,815,394,499,287,338,1996,1962,502,381
6-Jan-10,13,1453,1501,596,794,2277,4028,3138,4240,2786,758,330,526,339,341,2186,2246,598,493
6-Jan-10,14,1368,734,422,550,2123,3625,2424,3403,2011,340,171,500,323,149,1909,1694,483,428
6-Jan-10,15,1415,568,430,765,2238,3543,2374,3375,1693,291,201,447,278,125,1849,1752,536,408
6-Jan-10,16,1482,603,803,1402,2106,3346,2116,2832,1553,737,413,340,200,155,2073,2113,550,338
6-Jan-10,17,1475,1042,1165,2703,2097,3068,1997,2648,1391,1256,876,398,253,279,2310,2955,800,469
6-Jan-10,18,1180,467,516,1018,1779,2171,1128,1193,671,454,346,442,197,188,1530,1605,522,334
6-Jan-10,19,809,218,162,330,1362,1412,493,520,288,138,160,379,194,106,1144,1048,420,242
6-Jan-10,20,607,146,97,234,1249,1118,373,330,246,115,98,376,170,72,824,850,325,163
6-Jan-10,21,445,115,62,88,1071,905,231,287,185,54,95,234,115,43,739,732,244,130
6-Jan-10,22,293,97,66,55,800,582,222,202,89,28,42,170,69,19,664,729,290,71
6-Jan-10,23,171,46,17,34,405,374,82,165,66,16,16,75,19,9,364,450,222,27
7-Jan-10,0,74,29,17,23,134,257,78,66,52,1,6,36,3,3,180,159,110,21
7-Jan-10,1,45,4,6,7,83,131,38,35,12,1,1,3,2,0,63,47,30,2
7-Jan-10,2,29,4,3,0,59,45,7,19,21,1,10,4,0,1,25,15,7,8
7-Jan-10,3,6,10,2,6,26,44,17,12,3,0,1,4,0,0,17,17,13,1
7-Jan-10,4,33,20,5,15,12,43,15,3,12,2,1,0,0,0,41,24,14,5
7-Jan-10,5,26,34,21,44,48,69,21,20,5,9,16,2,65,6,69,89,45,8
7-Jan-10,6,43,154,106,367,94,101,43,71,70,120,49,62,72,53,173,272,92,62
7-Jan-10,7,177,602,511,1341,233,316,148,296,266,495,297,88,19,127,527,832,224,192
7-Jan-10,8,405,1505,1251,3519,480,735,451,594,709,1213,644,148,62,219,1118,1990,529,333
7-Jan-10,9,336,880,773,1703,613,935,612,795,694,635,240,123,50,97,838,1090,236,150
7-Jan-10,10,485,608,410,711,803,1535,961,1244,916,259,148,163,70,93,1145,913,263,158
7-Jan-10,11,677,525,317,549,691,2142,1509,2073,1290,254,156,285,131,124,1535,1083,321,216
7-Jan-10,12,1220,1484,663,806,1508,3291,2598,3514,2364,842,387,488,304,321,1918,2009,485,388
7-Jan-10,13,1436,1557,650,945,2125,3756,3063,3918,2734,828,296,545,302,358,2226,2275,577,448
7-Jan-10,14,1346,676,374,684,2081,3409,2418,3186,1853,351,152,521,317,163,1766,1705,476,429
7-Jan-10,15,1380,603,423,741,2095,3225,2242,3089,1613,332,196,433,264,137,1862,1755,538,395
7-Jan-10,16,1392,704,822,1444,2108,3285,2097,2675,1448,701,384,298,183,173,1905,2058,595,402
7-Jan-10,17,1411,1033,1179,2631,2155,3061,1935,2656,1385,1259,832,327,213,311,2314,2906,841,438
7-Jan-10,18,1123,490,483,907,1937,2390,1357,1663,719,441,405,308,177,182,1498,1726,518,293
7-Jan-10,19,843,191,212,315,1826,1761,846,653,386,173,131,402,193,98,1065,1128,401,195
7-Jan-10,20,706,158,84,185,1518,1286,479,462,234,89,97,433,247,64,970,838,303,166
7-Jan-10,21,538,122,87,95,1007,1129,391,275,160,68,79,376,208,55,892,930,364,142
7-Jan-10,22,355,94,80,42,822,765,210,234,154,15,32,279,128,37,787,684,300,86
7-Jan-10,23,224,75,47,39,519,444,131,169,87,21,17,62,19,14,579,468,242,21
8-Jan-10,0,92,25,13,24,211,247,86,63,58,5,13,21,9,4,212,187,96,17
8-Jan-10,1,40,12,7,8,77,183,37,60,25,0,8,5,4,2,98,103,54,16
8-Jan-10,2,34,18,1,5,66,86,32,14,12,7,8,2,2,2,58,33,36,13
8-Jan-10,3,28,17,4,7,35,63,14,15,6,0,5,0,2,0,37,23,22,8
8-Jan-10,4,23,16,4,8,22,45,29,15,19,5,8,5,2,1,64,109,60,8
8-Jan-10,5,90,44,16,45,60,67,21,14,15,13,12,1,0,4,61,117,66,61
8-Jan-10,6,73,129,114,355,94,114,58,70,110,111,61,25,5,39,160,275,101,42
8-Jan-10,7,158,535,464,1260,189,289,157,217,255,507,253,66,15,102,458,797,225,183
8-Jan-10,8,370,1394,1205,3312,446,719,426,654,633,1094,645,142,31,207,1008,1880,483,250
8-Jan-10,9,326,886,791,1694,581,1016,600,852,673,612,265,124,32,102,749,1128,281,134
8-Jan-10,10,524,602,356,605,774,1576,908,1347,832,228,144,126,43,94,951,844,265,107
8-Jan-10,11,683,540,312,540,882,2004,1403,1852,1192,280,145,149,70,108,1046,1011,338,133
8-Jan-10,12,1093,1372,546,722,1781,3026,2507,3015,2240,857,379,320,109,313,1583,1657,386,137
8-Jan-10,13,1352,1365,554,798,2122,3575,2736,3678,2400,747,339,396,135,265,1712,1949,425,174
8-Jan-10,14,1160,694,398,544,1812,2971,2084,2835,1729,322,207,360,162,157,1290,1562,419,174
8-Jan-10,15,1082,517,396,688,1863,2919,1877,2536,1325,322,224,205,90,106,1462,1512,386,149
8-Jan-10,16,1029,652,736,1319,2023,3058,1998,2569,1428,789,430,114,49,132,1641,1805,424,120
8-Jan-10,17,1240,895,981,2113,2163,3020,2245,2668,1361,1117,648,132,56,247,1810,2461,614,193
8-Jan-10,18,1044,395,403,795,2096,2473,1704,1933,921,385,261,206,96,142,1399,1629,471,180
8-Jan-10,19,955,220,176,275,1877,1953,1319,1663,605,118,157,437,266,83,1260,1240,373,175
8-Jan-10,20,793,144,132,218,1758,1792,1121,1248,433,111,88,583,359,93,1036,890,316,169
8-Jan-10,21,782,130,106,130,1931,1578,580,596,313,64,103,728,552,78,1246,1026,373,208
8-Jan-10,22,592,134,89,73,1339,1106,363,302,174,52,83,610,367,62,1132,866,403,155
8-Jan-10,23,453,70,67,63,1014,906,260,205,137,21,34,272,143,40,858,644,277,97
9-Jan-10,0,326,34,46,35,681,773,255,218,144,15,14,101,34,11,511,470,265,46
9-Jan-10,1,132,31,14,9,345,364,142,121,75,5,19,19,6,10,253,266,133,22
9-Jan-10,2,114,20,15,9,240,320,89,96,48,6,4,12,3,6,182,136,89,15
9-Jan-10,3,69,19,16,9,164,218,54,72,39,1,6,13,7,1,136,110,41,5
9-Jan-10,4,37,14,10,2,37,157,34,42,27,11,3,9,2,2,80,98,72,17
9-Jan-10,5,24,12,3,16,39,91,26,18,17,6,7,10,2,2,67,74,42,14
9-Jan-10,6,21,33,9,10,63,101,37,41,31,17,12,6,2,7,46,106,46,23
9-Jan-10,7,81,54,36,14,152,168,67,71,101,49,43,37,15,37,98,158,61,46
9-Jan-10,8,60,88,55,21,217,332,177,217,174,28,66,82,31,65,226,254,87,74
9-Jan-10,9,173,155,74,23,273,642,336,568,364,47,43,84,24,54,405,486,116,100
9-Jan-10,10,311,195,53,51,567,1226,739,1154,535,43,73,77,37,64,748,591,158,94
9-Jan-10,11,449,185,104,48,546,1720,1103,1757,875,29,81,107,54,61,813,979,261,97
9-Jan-10,12,634,192,118,45,747,2067,1328,1975,1042,89,103,218,119,67,1076,1000,242,103
9-Jan-10,13,867,206,134,42,1165,2288,1666,2226,1048,52,94,236,122,62,1222,865,269,150
9-Jan-10,14,902,235,158,42,1345,2297,1773,2366,1023,30,65,274,157,70,1203,1065,349,169
9-Jan-10,15,966,264,81,65,1563,2265,1879,2364,991,68,59,263,198,62,1346,1098,270,162
9-Jan-10,16,928,202,116,46,1666,2318,1593,2098,925,62,75,261,163,69,1448,1129,381,155
9-Jan-10,17,901,266,130,38,1669,2050,1206,1606,579,82,73,326,207,90,1360,1105,338,171
9-Jan-10,18,816,200,107,42,1553,1629,800,764,301,73,104,454,297,68,1172,938,289,182
9-Jan-10,19,662,164,99,50,1488,1447,526,438,254,59,63,607,389,71,1187,872,284,231
9-Jan-10,20,685,152,90,32,1490,1283,361,366,256,51,68,759,458,90,1194,922,393,199
9-Jan-10,21,596,188,76,33,1379,1281,320,331,216,44,60,534,336,43,1174,815,342,203
9-Jan-10,22,486,135,85,35,1112,1095,257,299,183,30,68,567,288,32,1176,737,347,112
9-Jan-10,23,368,112,63,33,949,944,278,279,204,35,48,322,202,34,854,637,293,83
10-Jan-10,0,249,58,22,11,598,1070,200,218,136,14,23,141,70,9,537,565,278,35
10-Jan-10,1,151,25,15,16,291,617,126,149,145,12,12,39,7,6,259,290,151,20
10-Jan-10,2,91,20,31,14,218,669,97,165,79,8,11,23,4,5,192,178,111,9
10-Jan-10,3,70,18,9,8,145,458,82,131,81,6,14,32,4,3,149,149,64,14
10-Jan-10,4,61,18,13,10,64,247,45,64,27,4,9,7,2,7,63,105,50,8
10-Jan-10,5,15,11,13,4,38,113,31,55,23,10,9,7,3,1,60,66,49,8
10-Jan-10,6,21,25,6,8,59,87,24,38,25,6,8,10,2,2,42,76,39,22
10-Jan-10,7,27,53,28,3,85,140,55,51,51,16,18,41,30,21,103,147,67,58
10-Jan-10,8,48,86,36,19,136,239,66,104,97,32,22,86,111,63,210,213,99,99
10-Jan-10,9,148,121,76,45,306,508,292,345,192,41,48,180,237,72,426,394,150,134
10-Jan-10,10,248,171,94,45,498,1019,552,820,450,48,106,301,479,74,749,638,186,168
10-Jan-10,11,461,203,128,48,469,1435,972,1422,609,47,110,412,699,102,1188,826,269,213
10-Jan-10,12,686,177,120,36,865,1834,1248,1644,828,67,95,611,861,106,1398,1002,294,176
10-Jan-10,13,831,179,95,49,1322,2119,1530,1914,952,51,65,523,837,86,1508,973,288,212
10-Jan-10,14,874,176,125,56,1627,2320,1655,2188,872,43,56,570,927,92,1633,1263,324,184
10-Jan-10,15,916,121,105,62,1662,2301,1705,2104,849,43,46,503,857,80,1687,1138,393,175
10-Jan-10,16,859,167,70,35,1588,2308,1442,1980,744,46,62,393,673,94,1534,1164,389,201
10-Jan-10,17,940,166,85,29,1565,1981,1061,1259,463,54,71,445,673,104,1148,1085,377,187
10-Jan-10,18,680,107,65,30,1577,1417,537,659,257,67,71,418,297,70,1056,859,305,165
10-Jan-10,19,527,117,60,24,1135,1063,314,322,193,37,83,508,311,69,872,730,293,176
10-Jan-10,20,430,137,43,29,1070,889,273,230,110,27,73,541,454,52,954,683,235,166
10-Jan-10,21,446,79,43,16,902,768,269,224,130,23,116,687,390,46,874,672,315,146
10-Jan-10,22,291,61,33,18,688,640,126,169,83,27,27,369,265,29,688,532,269,84
10-Jan-10,23,156,45,17,14,381,393,82,81,92,19,25,126,36,17,473,323,222,54
11-Jan-10,0,73,11,4,9,178,229,23,79,25,12,5,35,23,3,139,237,100,16
11-Jan-10,1,39,5,5,4,63,81,8,49,43,1,12,33,9,0,60,114,28,20
11-Jan-10,2,7,6,3,0,45,65,0,49,26,1,4,6,1,3,42,31,13,10
11-Jan-10,3,20,8,1,3,39,36,0,11,3,0,6,4,1,1,59,32,10,5
11-Jan-10,4,10,9,1,2,29,39,1,19,6,2,3,0,1,0,34,45,45,5
11-Jan-10,5,21,39,21,62,37,49,22,26,23,20,14,2,0,9,56,107,48,22
11-Jan-10,6,62,165,141,479,151,128,63,68,67,217,69,30,15,65,216,325,108,121
11-Jan-10,7,217,656,551,1625,284,316,165,244,308,585,371,110,44,118,552,969,246,175
11-Jan-10,8,517,1809,1621,4401,525,818,441,722,807,1364,746,116,21,255,1302,2559,566,284
11-Jan-10,9,389,1005,868,1622,610,872,537,844,736,539,306,126,32,85,681,1247,251,83
11-Jan-10,10,467,663,365,600,763,1316,675,1168,761,224,149,74,27,41,760,764,194,65
11-Jan-10,11,634,494,303,532,692,1671,994,1507,984,237,104,67,28,49,620,818,179,69
11-Jan-10,12,862,1317,470,718,1153,2281,1774,2265,1769,577,308,72,23,126,910,1188,209,58
11-Jan-10,13,968,1254,501,757,1516,2812,1903,2647,2102,550,276,78,33,117,895,1212,202,83
11-Jan-10,14,733,573,337,546,1335,2349,1450,1735,1257,239,121,49,23,53,771,1027,250,56
11-Jan-10,15,752,534,433,814,1469,2282,1392,1633,1111,276,171,23,5,42,891,1053,259,69
11-Jan-10,16,728,627,908,1868,1533,2275,1322,1834,1000,824,559,26,10,103,1198,1455,296,76
11-Jan-10,17,867,933,1109,2405,1561,2224,1368,1623,970,1154,848,54,24,200,1564,2303,454,139
11-Jan-10,18,721,550,464,1067,1477,1523,880,789,570,444,391,132,57,129,956,1347,305,145
11-Jan-10,19,551,190,193,368,1372,1138,351,448,305,147,127,270,121,71,581,813,264,78
11-Jan-10,20,568,160,106,203,1085,943,287,269,179,66,106,353,180,39,688,601,217,91
11-Jan-10,21,380,113,100,92,927,799,214,215,102,44,71,417,227,28,551,670,272,97
11-Jan-10,22,261,68,53,47,589,492,134,144,94,42,42,233,159,4,501,562,282,36
11-Jan-10,23,114,75,18,25,275,326,82,89,49,25,6,88,31,10,290,337,179,29
12-Jan-10,0,51,10,8,10,165,165,42,68,26,5,21,51,13,1,154,180,87,15
12-Jan-10,1,33,12,8,10,78,97,0,41,25,1,8,2,2,2,27,48,15,17
12-Jan-10,2,16,11,2,8,26,49,0,13,12,0,5,5,1,0,24,26,14,5
12-Jan-10,3,9,13,2,3,25,25,6,9,5,2,7,7,0,0,14,11,4,7
12-Jan-10,4,5,9,1,4,7,25,0,11,5,0,0,3,2,0,34,32,24,6
12-Jan-10,5,19,39,18,73,38,53,16,18,19,14,16,5,5,7,64,82,31,12
12-Jan-10,6,67,154,133,465,137,131,53,58,77,187,36,25,6,52,227,341,115,58
12-Jan-10,7,184,665,528,1551,266,345,151,267,282,609,299,81,22,138,555,928,250,175
12-Jan-10,8,512,1719,1471,3989,490,738,462,619,746,1287,732,103,20,231,1170,2436,549,306
12-Jan-10,9,419,935,830,2012,496,1017,582,690,687,581,381,75,25,80,762,1267,273,146
12-Jan-10,10,450,535,487,741,625,1405,716,1108,870,262,205,111,64,50,856,886,207,116
12-Jan-10,11,636,598,342,616,747,1618,1041,1545,1036,211,171,218,125,57,774,870,200,87
12-Jan-10,12,1069,1410,602,802,1295,2664,2018,2706,1954,629,473,254,137,214,1355,1624,352,169
12-Jan-10,13,1196,1512,645,948,1594,3149,2480,3423,2314,657,384,254,98,196,1457,1769,340,187
12-Jan-10,14,1047,701,475,577,1616,2697,1855,2347,1513,301,197,255,99,60,1123,1422,311,159
